City,Gender,Senior_Citizen,Tenure_Months,Phone_Service,Internet_Service,Streaming TV,Streaming Movies,Contract,Payment Method,Monthly Charges,Total_Charges,Churn
Napa,Male,Yes,62,Yes,Fiber optic,Yes,Yes,One year,Electronic check,103.75,6383.35,Yes
Pinole,Male,No,1,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,86.6,86.6,Yes
Pleasanton,Female,Yes,33,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),80.6,2656.5,Yes
San Leandro,Female,No,35,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),85.3,2917.5,Yes
San Lorenzo,Female,No,34,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),70,2416.1,Yes
San Ramon,Female,Yes,4,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,94.3,424.45,Yes
Union City,Female,No,7,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,95.35,660.9,Yes
Pleasanton,Male,Yes,27,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75.5,1893.95,Yes
Walnut Creek,Female,No,18,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,90.1,1612.75,Yes
Walnut Creek,Female,No,2,Yes,Fiber optic,No,No,Month-to-month,Electronic check,68.95,119.75,Yes
Walnut Creek,Male,No,32,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),99.55,3204.65,Yes
Oakland,Male,No,18,Yes,DSL,No,Yes,Month-to-month,Electronic check,57.45,990.85,Yes
Oakland,Male,No,12,Yes,DSL,No,Yes,One year,Credit card (automatic),53.65,696.35,Yes
Berkeley,Male,Yes,8,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,100.6,819.4,Yes
Albany,Male,No,26,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,83.75,2070.6,Yes
Berkeley,Female,Yes,3,Yes,Fiber optic,Yes,No,Month-to-month,Mailed check,88.3,273.75,Yes
Berkeley,Female,Yes,8,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,92.1,729.95,Yes
San Rafael,Male,No,38,Yes,Fiber optic,No,No,Month-to-month,Electronic check,79.45,3013.05,Yes
Greenbrae,Male,Yes,14,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),90.45,1266.1,Yes
Bodega Bay,Male,No,32,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),69.75,2347.9,Yes
Cotati,Female,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.65,19.65,Yes
Forest Knolls,Male,Yes,12,No,DSL,No,Yes,Month-to-month,Electronic check,43.65,526.95,Yes
Larkspur,Female,No,5,No,DSL,No,Yes,Month-to-month,Electronic check,39.5,210.75,Yes
Marshall,Male,No,40,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),97.1,3706.95,Yes
Novato,Female,No,5,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,80,412.5,Yes
Nicasio,Female,No,10,Yes,Fiber optic,Yes,No,Month-to-month,Mailed check,84.7,832.05,Yes
Novato,Male,No,2,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),89.55,185.55,Yes
Novato,Male,No,23,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,90.6,1943.2,Yes
San Anselmo,Female,No,23,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer (automatic),90.05,2169.8,Yes
Sausalito,Male,No,49,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),99.05,4853.75,Yes
Tomales,Female,No,2,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),69.75,144.55,Yes
Valley Ford,Female,No,2,Yes,DSL,No,No,Month-to-month,Credit card (automatic),49.05,91.1,Yes
Alviso,Male,No,7,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),98.05,713,Yes
Boulder Creek,Female,No,41,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),114.5,4527.45,Yes
Davenport,Male,No,2,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,80.95,171.15,Yes
Freedom,Female,Yes,13,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.3,940.35,Yes
Gilroy,Female,Yes,11,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),89.7,1047.7,Yes
Los Gatos,Male,Yes,17,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),100.45,1622.45,Yes
San Martin,Male,No,25,Yes,Fiber optic,Yes,Yes,One year,Electronic check,90.4,2178.6,Yes
Santa Cruz,Male,No,3,Yes,DSL,No,No,Month-to-month,Mailed check,56.15,168.15,Yes
San Jose,Female,No,4,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),94.4,387.2,Yes
San Jose,Female,No,37,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),78.95,2839.65,Yes
San Jose,Female,No,19,No,DSL,Yes,Yes,One year,Credit card (automatic),44.85,893.55,Yes
San Jose,Male,Yes,39,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,105.65,4284.8,Yes
San Jose,Male,No,7,Yes,Fiber optic,No,No,Month-to-month,Mailed check,74.65,544.55,Yes
San Jose,Female,No,14,Yes,DSL,Yes,No,Month-to-month,Bank transfer (automatic),64.7,941,Yes
San Jose,Female,Yes,11,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),104.05,1133.65,Yes
Stockton,Male,No,1,No,DSL,No,Yes,Month-to-month,Electronic check,35.55,35.55,Yes
Stockton,Female,No,2,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,95.15,196.9,Yes
Acampo,Male,No,13,Yes,Fiber optic,Yes,Yes,Month-to-month,Mailed check,96.65,1162.85,Yes
Glencoe,Female,Yes,3,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,80.4,224.05,Yes
Linden,Male,No,1,No,DSL,No,No,Month-to-month,Mailed check,31.35,31.35,Yes
Lodi,Female,No,12,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer (automatic),89.75,1052.4,Yes
Valley Springs,Male,No,60,Yes,Fiber optic,Yes,Yes,One year,Electronic check,94.4,5610.25,Yes
West Point,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,19.85,19.85,Yes
Atwater,Female,No,6,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),109.9,669.45,Yes
Big Oak Flat,Male,No,15,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,101.35,1553.95,Yes
Columbia,Male,Yes,21,Yes,DSL,Yes,No,Month-to-month,Bank transfer (automatic),60.05,1236.15,Yes
Delhi,Female,No,1,Yes,DSL,No,Yes,Month-to-month,Electronic check,60.15,60.15,Yes
Hickman,Male,No,7,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,90.45,593.45,Yes
Long Barn,Male,No,53,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),94.25,4867.95,Yes
Mariposa,Male,No,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.9,74.9,Yes
Mi Wuk Village,Female,No,1,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,80.25,80.25,Yes
Modesto,Male,No,17,Yes,Fiber optic,No,No,Month-to-month,Electronic check,69,1149.65,Yes
Modesto,Female,No,11,Yes,DSL,No,Yes,Month-to-month,Electronic check,66.35,740.8,Yes
Modesto,Male,No,19,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),86,1532.45,Yes
Modesto,Female,No,3,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,80.3,250.05,Yes
Oakdale,Male,No,24,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),90.55,2282.55,Yes
Riverbank,Female,No,2,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75.9,143.35,Yes
Salida,Male,No,1,Yes,DSL,No,No,Month-to-month,Mailed check,45.85,45.85,Yes
Snelling,Female,No,16,No,DSL,Yes,Yes,Month-to-month,Electronic check,49.95,810.2,Yes
Turlock,Male,No,34,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,78.3,2564.3,Yes
Westley,Male,No,3,Yes,Fiber optic,No,No,Month-to-month,Electronic check,76.95,228.4,Yes
Yosemite National Park,Female,Yes,16,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,96.15,1529.2,Yes
Santa Rosa,Male,No,1,Yes,DSL,No,No,Month-to-month,Electronic check,45.3,45.3,Yes
Santa Rosa,Female,No,15,Yes,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.4,289.3,Yes
Branscomb,Female,No,11,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,90.15,987.95,Yes
Caspar,Male,No,1,Yes,DSL,No,No,Month-to-month,Mailed check,45.05,45.05,Yes
Clearlake,Female,No,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75.8,75.8,Yes
Cloverdale,Female,No,7,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,79.3,523.15,Yes
Comptche,Female,No,2,No,DSL,No,No,Month-to-month,Electronic check,30.9,59.05,Yes
Eldridge,Female,Yes,46,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),95.25,4424.2,Yes
Fulton,Female,Yes,68,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),89.6,6127.6,Yes
Gualala,Male,No,59,Yes,Fiber optic,Yes,Yes,One year,Electronic check,110.15,6448.05,Yes
Nice,Male,Yes,7,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,89.5,676.7,Yes
Rio Nido,Male,No,8,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75,632.95,Yes
Ukiah,Male,No,6,Yes,DSL,No,No,Month-to-month,Electronic check,44.75,270.95,Yes
Witter Springs,Female,No,11,Yes,DSL,No,No,Month-to-month,Electronic check,44.05,483.7,Yes
Alderpoint,Male,Yes,15,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),85.6,1345.55,Yes
Mckinleyville,Female,No,70,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),115.55,8127.6,Yes
Bayside,Male,Yes,16,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,86.6,1281,Yes
Blue Lake,Female,No,18,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,85.2,1553.9,Yes
Bridgeville,Female,No,34,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,97.65,3207.55,Yes
Crescent City,Male,No,47,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,109.55,5124.55,Yes
Ferndale,Female,No,39,Yes,Fiber optic,No,No,One year,Electronic check,89.55,3474.45,Yes
Honeydew,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.45,19.45,Yes
Korbel,Female,No,4,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.35,76.35,Yes
Loleta,Female,Yes,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,69.25,69.25,Yes
Miranda,Male,No,59,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),99.5,5961.1,Yes
Rio Dell,Female,Yes,1,No,DSL,No,No,Month-to-month,Electronic check,25.2,25.2,Yes
Salyer,Male,No,2,Yes,DSL,No,No,Month-to-month,Mailed check,45,96.45,Yes
Smith River,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.15,20.15,Yes
Somes Bar,Male,No,66,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),105,7133.25,Yes
Trinidad,Male,No,3,Yes,DSL,Yes,No,Month-to-month,Credit card (automatic),54.7,169.45,Yes
Whitethorn,Female,No,14,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,87.25,1258.6,Yes
Amador City,Male,No,10,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,79.95,857.2,Yes
Carmichael,Female,No,18,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,88.35,1639.3,Yes
Davis,Female,No,9,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,94.75,889.9,Yes
Davis,Female,Yes,13,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,95.05,1290,Yes
Diamond Springs,Male,No,4,Yes,Fiber optic,No,No,Month-to-month,Electronic check,78.45,330.05,Yes
Dixon,Male,No,4,Yes,Fiber optic,No,No,Month-to-month,Electronic check,70.2,237.95,Yes
Elk Grove,Male,No,59,No,DSL,No,Yes,Month-to-month,Bank transfer (automatic),41.05,2452.7,Yes
Elmira,Male,No,10,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,85.6,813.85,Yes
Folsom,Female,Yes,1,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,79.2,79.2,Yes
Greenwood,Male,No,5,Yes,DSL,Yes,Yes,One year,Mailed check,70,347.4,Yes
Jackson,Female,No,1,Yes,DSL,No,No,Month-to-month,Bank transfer (automatic),49.95,49.95,Yes
Knights Landing,Female,No,22,Yes,Fiber optic,No,No,Month-to-month,Electronic check,69.25,1554,Yes
Madison,Female,Yes,34,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,94.25,3217.55,Yes
Orangevale,Male,No,41,Yes,DSL,Yes,Yes,One year,Electronic check,73,3001.2,Yes
Penryn,Female,No,64,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),100.05,6254.2,Yes
Pleasant Grove,Female,Yes,4,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),99.8,442.85,Yes
Plymouth,Female,No,18,No,DSL,No,Yes,Month-to-month,Electronic check,35,553,Yes
Rio Linda,Female,No,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,76,76,Yes
Sheridan,Female,Yes,2,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,93.85,170.85,Yes
Sloughhouse,Female,No,15,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,84.3,1308.4,Yes
Wheatland,Male,Yes,9,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),84.4,732.5,Yes
Winters,Male,No,15,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,101.1,1504.05,Yes
Colfax,Male,No,1,Yes,DSL,No,No,Month-to-month,Electronic check,50.45,50.45,Yes
Meadow Vista,Male,No,12,Yes,Fiber optic,Yes,Yes,Month-to-month,Mailed check,99.95,1132.75,Yes
Soda Springs,Female,No,2,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,91.4,193.6,Yes
Rancho Cordova,Female,Yes,5,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),75.55,349.65,Yes
Sacramento,Male,No,4,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),80.8,332.45,Yes
Sacramento,Female,No,16,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,100,1534.75,Yes
Sacramento,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,20.55,20.55,Yes
Sacramento,Male,No,5,Yes,Fiber optic,No,No,Month-to-month,Electronic check,85.3,424.15,Yes
Sacramento,Female,No,4,Yes,Fiber optic,No,No,Month-to-month,Electronic check,70.4,281,Yes
Sacramento,Male,No,37,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),98.8,3475.55,Yes
Antelope,Male,No,13,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),74.4,896.75,Yes
Sacramento,Female,No,24,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,98.75,2407.3,Yes
Arbuckle,Male,No,61,Yes,Fiber optic,Yes,Yes,One year,Electronic check,106,6547.7,Yes
Bangor,Male,No,41,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,104.7,4346.4,Yes
Canyon Dam,Male,Yes,22,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,96.7,2082.95,Yes
Challenge,Female,No,2,Yes,DSL,No,No,Month-to-month,Credit card (automatic),55.05,102.75,Yes
Dobbins,Male,Yes,19,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,88.2,1775.8,Yes
Dunnigan,Female,No,8,Yes,No,No internet service,No internet service,One year,Mailed check,19.75,145,Yes
Forest Ranch,Male,Yes,15,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75.65,1146.65,Yes
Grass Valley,Male,Yes,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.7,74.7,Yes
Magalia,Male,No,17,Yes,Fiber optic,No,No,Month-to-month,Electronic check,76.65,1313.55,Yes
Nevada City,Female,Yes,1,No,DSL,No,No,Month-to-month,Mailed check,25.8,25.8,Yes
Oroville,Female,No,2,No,DSL,No,Yes,Month-to-month,Electronic check,42.6,72.4,Yes
Princeton,Female,No,29,Yes,DSL,No,Yes,Month-to-month,Bank transfer (automatic),68.85,1970.5,Yes
Strawberry Valley,Male,No,2,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),90,190.05,Yes
Twain,Female,No,14,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75.35,1025.95,Yes
Yuba City,Male,No,8,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,100.85,819.55,Yes
Anderson,Female,No,5,Yes,Fiber optic,No,No,Month-to-month,Electronic check,69.95,330.15,Yes
Big Bend,Female,No,63,Yes,Fiber optic,Yes,Yes,One year,Electronic check,107.5,6873.75,Yes
Callahan,Male,No,1,Yes,DSL,No,No,Month-to-month,Mailed check,45.85,45.85,Yes
Corning,Female,No,53,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),106.1,5769.75,Yes
Cottonwood,Female,No,1,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,91.7,91.7,Yes
Douglas City,Female,No,16,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),95.6,1555.65,Yes
Fall River Mills,Male,No,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.95,74.95,Yes
Fort Jones,Male,Yes,10,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,95.35,898.35,Yes
Hayfork,Female,Yes,3,Yes,DSL,No,No,Month-to-month,Electronic check,45,127.1,Yes
Igo,Male,No,66,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,99.5,6710.5,Yes
Klamath River,Female,No,17,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),98.6,1704.95,Yes
Lakehead,Female,No,7,Yes,DSL,Yes,No,Month-to-month,Mailed check,59.5,415.95,Yes
Lewiston,Male,Yes,12,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,80.45,950.2,Yes
Nubieber,Female,No,42,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),77.95,3384,Yes
Palo Cedro,Male,Yes,2,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.7,165.4,Yes
Round Mountain,Male,Yes,1,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,88.8,88.8,Yes
Seiad Valley,Male,No,30,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,90.25,2755.35,Yes
Shasta,Female,No,15,Yes,DSL,No,Yes,Month-to-month,Bank transfer (automatic),64.65,994.55,Yes
Vina,Male,Yes,13,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),89.05,1169.35,Yes
Alturas,Male,No,67,Yes,Fiber optic,No,No,One year,Electronic check,87.4,5918.8,Yes
Davis Creek,Female,Yes,23,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,94.75,2293.6,Yes
Fort Bidwell,Female,No,35,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,86.45,3029.1,Yes
Lake City,Female,No,56,Yes,Fiber optic,Yes,Yes,One year,Electronic check,98.25,5508.35,Yes
Likely,Female,No,9,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),75.75,655.9,Yes
Portola,Female,Yes,17,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),85.35,1463.45,Yes
Ravendale,Male,No,48,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),106.1,5082.8,Yes
Topaz,Male,Yes,17,Yes,DSL,No,No,Month-to-month,Electronic check,45.05,770.6,Yes
Homewood,Female,No,34,Yes,Fiber optic,Yes,Yes,Month-to-month,Mailed check,109.8,3587.25,Yes
Tahoma,Female,Yes,42,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,84.65,3541.35,Yes
Tahoe City,Male,No,11,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer (automatic),79.5,868.5,Yes
South Lake Tahoe,Female,No,1,Yes,Fiber optic,No,Yes,Month-to-month,Mailed check,85.8,85.8,Yes
Truckee,Male,Yes,1,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,79.1,79.1,Yes
Los Angeles,Female,No,3,Yes,DSL,No,No,Month-to-month,Mailed check,44.3,134.5,Yes
Los Angeles,Male,No,50,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),105.95,5341.8,Yes
Los Angeles,Male,No,5,Yes,Fiber optic,No,No,Month-to-month,Electronic check,69.75,324.6,Yes
Los Angeles,Male,No,51,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,94.65,4812.75,Yes
Los Angeles,Female,No,46,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),96.05,4399.5,Yes
Los Angeles,Male,Yes,1,Yes,DSL,No,No,Month-to-month,Mailed check,50.15,50.15,Yes
Los Angeles,Female,No,41,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),113.6,4594.95,Yes
Los Angeles,Female,No,29,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,78.9,2384.15,Yes
Los Angeles,Female,No,26,Yes,DSL,No,No,Month-to-month,Electronic check,60.05,1616.15,Yes
Los Angeles,Female,No,1,No,DSL,Yes,No,Month-to-month,Electronic check,34.7,34.7,Yes
Los Angeles,Male,No,3,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,85.3,264.8,Yes
Los Angeles,Female,No,66,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),102.45,6615.15,Yes
Los Angeles,Female,No,21,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),104.4,2200.25,Yes
Los Angeles,Male,No,1,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,99.75,99.75,Yes
Los Angeles,Male,No,4,Yes,DSL,Yes,Yes,Month-to-month,Electronic check,74.4,299.7,Yes
Culver City,Female,No,9,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),74.25,639.65,Yes
Hawthorne,Male,No,1,Yes,DSL,Yes,No,Month-to-month,Electronic check,59.85,59.85,Yes
Hermosa Beach,Female,Yes,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,69.6,69.6,Yes
Lynwood,Male,No,9,No,DSL,Yes,Yes,Month-to-month,Electronic check,45.4,418.8,Yes
Malibu,Female,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.5,19.5,Yes
Pacific Palisades,Male,No,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,69.9,69.9,Yes
Redondo Beach,Female,No,2,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer (automatic),87.15,183.75,Yes
Marina Del Rey,Female,No,3,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),84.75,264.85,Yes
Inglewood,Male,No,14,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,89.95,1178.4,Yes
Buena Park,Female,Yes,41,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,113.2,4689.5,Yes
Buena Park,Male,Yes,13,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,90.5,1201.15,Yes
La Palma,Male,No,2,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,79,143.65,Yes
Stanton,Female,No,18,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),20.15,390.85,Yes
Avalon,Male,No,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,71.65,71.65,Yes
Bellflower,Female,No,4,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.35,77.5,Yes
Lakewood,Female,No,38,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),84.25,3264.5,Yes
Lomita,Female,No,12,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),78.1,947.3,Yes
Seal Beach,Female,No,19,Yes,Fiber optic,No,Yes,Month-to-month,Mailed check,89.65,1761.05,Yes
Carson,Female,No,10,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,98.7,973.25,Yes
Long Beach,Female,No,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,76.35,76.35,Yes
Long Beach,Female,No,23,Yes,Fiber optic,No,No,Month-to-month,Electronic check,79.15,1676.95,Yes
Long Beach,Male,Yes,32,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,85,2642.05,Yes
South Pasadena,Male,Yes,32,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,85.3,2661.1,Yes
Sunland,Female,No,31,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),86.55,2697.4,Yes
